id,winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
1173,Tinto Pesquera,Reserva,2016,4.3,1230,Espana,Ribera del Duero,26.7597646,Ribera Del Duero Red,5.0,3.0
1174,Belondrade,Belondrade y Lurton,2015,4.3,1230,Espana,Rueda,32.7,Verdejo,3.0,3.0
1175,Ossian,Vinas Viejas Verdejo,2016,4.3,1181,Espana,Castilla y Leon,49.0,Verdejo,3.0,3.0
1176,Teso La Monja,Victorino,2014,4.3,1178,Espana,Toro,38.0,Toro Red,5.0,3.0
1177,Garmon,Ribera del Duero,2016,4.3,1119,Espana,Ribera del Duero,33.59,Ribera Del Duero Red,5.0,3.0
1178,Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2011,4.3,1118,Espana,Rioja,94.95,Rioja Red,4.0,3.0
1179,Marques de Caceres,Gaudium,2012,4.3,1116,Espana,Rioja,36.91,Rioja Red,4.0,3.0
1180,Volver,Triga,2014,4.3,1114,Espana,Alicante,30.67,Red,4.0,3.0
1181,Vinedos de Paganos,El Puntido,2014,4.3,1067,Espana,Rioja,86.15,Rioja Red,4.0,3.0
1182,Williams & Humbert,Don Guido Pedro Ximenez Solera Especial Aged 20 Years,N.V.,4.3,1057,Espana,Jerez-Xeres-Sherry,32.9,Pedro Ximenez,5.0,1.0
1183,Luis Canas,Reserva Seleccion de la Familia,2014,4.3,1022,Espana,Rioja,17.07,Rioja Red,4.0,3.0
1184,Pago de Los Capellanes,Crianza Tinto,2019,4.3,1011,Espana,Ribera del Duero,19.45,Ribera Del Duero Red,5.0,3.0
1185,Marques de Riscal,Rioja Gran Reserva,2013,4.3,995,Espana,Rioja,39.9,Rioja Red,4.0,3.0
1186,Tresmano - Tr3smano,Vendimia,2016,4.3,930,Espana,Ribera del Duero,28.65,Ribera Del Duero Red,5.0,3.0
1187,Vinedos de Paganos,El Puntido,2015,4.3,929,Espana,Rioja,33.82,Rioja Red,4.0,3.0
1188,Marques de Murrieta,Dalmau Rioja,2012,4.3,916,Espana,Rioja,67.95,Rioja Red,4.0,3.0
1189,Marques de Murrieta,Dalmau Rioja,2013,4.3,912,Espana,Rioja,60.95,Rioja Red,4.0,3.0
1190,Marques de Vargas,Gran Reserva Rioja,2011,4.3,901,Espana,Rioja,35.01,Rioja Red,4.0,3.0
1191,Muga,Torre Muga,2011,4.3,900,Espana,Rioja,69.95,Rioja Red,4.0,3.0
1192,Ossian,Vinas Viejas Verdejo,2018,4.3,885,Espana,Castilla y Leon,28.18,Verdejo,3.0,3.0
1193,Teso La Monja,Victorino,2013,4.3,878,Espana,Toro,34.22,Toro Red,5.0,3.0
1194,Imperial,Rioja Gran Reserva,2014,4.3,835,Espana,Rioja,49.75,Rioja Red,4.0,3.0
1195,Ferrer Bobet,Priorat Vinyes Velles,2016,4.3,828,Espana,Priorato,33.95,Priorat Red,4.0,3.0
1196,La Vicalanda,Reserva,2014,4.3,818,Espana,Rioja,21.5,Rioja Red,4.0,3.0
1197,Alvaro Palacios,Finca Dofi,2012,4.3,814,Espana,Priorato,80.0,Priorat Red,4.0,3.0
1198,Senorio de San Vicente,San Vicente Rioja,2014,4.3,811,Espana,Rioja,36.0,Rioja Red,4.0,3.0
1199,Imperial,Rioja Reserva,2017,4.3,799,Espana,Rioja,25.45,Rioja Red,4.0,3.0
1200,La Rioja Alta,Vina Ardanza Reserva,2010,4.3,783,Espana,Rioja,17.16,Rioja Red,4.0,3.0
1201,Pintia,Toro,2004,4.3,760,Espana,Toro,116.9,Toro Red,5.0,3.0
1202,Vinicola Real,200 Monges Rioja Reserva,2009,4.3,760,Espana,Rioja,39.5,Rioja Red,4.0,3.0
1203,Vinedos de Paganos,El Puntido Gran Reserva,2006,4.3,754,Espana,Rioja,40.0,Rioja Red,4.0,3.0
1204,Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2012,4.3,749,Espana,Rioja,39.78,Rioja Red,4.0,3.0
1205,Anima Negra,An,2017,4.3,740,Espana,Mallorca,39.98,Red,4.0,3.0
1206,Muga,Torre Muga,2014,4.3,728,Espana,Rioja,69.9,Rioja Red,4.0,3.0
1207,Senorio de San Vicente,San Vicente Rioja,2007,4.3,724,Espana,Rioja,77.7,Rioja Red,4.0,3.0
1208,Clos Mogador,Priorat,2009,4.3,723,Espana,Priorato,95.0,Priorat Red,4.0,3.0
1209,Bodegas Vilano,La Baraja,2016,4.3,716,Espana,Ribera del Duero,24.9,Ribera Del Duero Red,5.0,3.0
1210,Bodegas San Roman,Tinto,2018,4.3,693,Espana,Toro,25.9,Toro Red,5.0,3.0
1211,Castillo Perelada,Finca Malaveina,2017,4.3,687,Espana,Emporda,22.5,Red,4.0,3.0
1212,Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2014,4.3,685,Espana,Rioja,50.0,Rioja Red,4.0,3.0
1213,Remelluri,Granja Gran Reserva Rioja,2009,4.3,682,Espana,Rioja,57.8,Rioja Red,4.0,3.0
1214,Marques de Riscal,Reserva XR,2016,4.3,676,Espana,Rioja,21.24,Rioja Red,4.0,3.0
1215,Condado de Haza,Alenza Ribera del Duero Gran Reserva,2006,4.3,675,Espana,Ribera del Duero,70.0,Ribera Del Duero Red,5.0,3.0
1216,Enate,Chardonnay Fermentado en Barrica,2019,4.3,674,Espana,Somontano,15.75,Chardonnay,4.0,3.0
1217,Ordonez,Vatan Tinta de Toro,2016,4.3,665,Espana,Toro,26.0,Toro Red,5.0,3.0
1218,Lan,A Mano Rioja,2016,4.3,663,Espana,Rioja,25.82082549,Rioja Red,4.0,3.0
1219,Marques de Riscal,Baron de Chirel Rioja Reserva,2014,4.3,661,Espana,Rioja,62.95,Rioja Red,4.0,3.0
1220,Volver,Alicante Bouschet by Tarima,2017,4.3,658,Espana,Alicante,17.15,Red,4.0,3.0
1221,Arzuaga,Reserva Ribera del Duero,2014,4.3,641,Espana,Ribera del Duero,33.9,Ribera Del Duero Red,5.0,3.0
1222,Alvaro Palacios,Finca Dofi,2011,4.3,613,Espana,Priorato,80.0,Priorat Red,4.0,3.0
1223,Alvaro Palacios,Finca Dofi,2013,4.3,605,Espana,Priorato,80.0,Priorat Red,4.0,3.0
1224,Enate,Chardonnay Fermentado en Barrica,2018,4.3,603,Espana,Somontano,16.9,Chardonnay,4.0,3.0
1225,Garmon,Ribera del Duero,2017,4.3,598,Espana,Ribera del Duero,40.92,Ribera Del Duero Red,5.0,3.0
1226,Clos Mogador,Priorat,2008,4.3,592,Espana,Priorato,95.0,Priorat Red,4.0,3.0
1227,Bodegas Tradicion,Oloroso Tradicion Vors 30 Years,N.V.,4.3,590,Espana,Jerez Oloroso,58.9,Sherry,4.0,3.0
1228,Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2011,4.3,582,Espana,Rias Baixas,30.887605,Albarino,3.0,3.0
1229,Carmelo Rodero,Ribera del Duero TSM,2019,4.3,577,Espana,Ribera del Duero,67.5,Ribera Del Duero Red,5.0,3.0
1230,Abadia Retuerta,Pago Valdebellon,2015,4.3,569,Espana,Sardon de Duero,67.45,Cabernet Sauvignon,4.0,3.0
1231,Figuero,Vinas Viejas,2016,4.3,567,Espana,Ribera del Duero,16.5,Ribera Del Duero Red,5.0,3.0
1232,Lan,A Mano Rioja,2012,4.3,559,Espana,Rioja,30.71,Rioja Red,4.0,3.0
1233,Dominio de Atauta,Dominio de Atauta,2017,4.3,556,Espana,Ribera del Duero,25.25,Ribera Del Duero Red,5.0,3.0
1234,Protos,Gran Reserva,2014,4.3,553,Espana,Ribera del Duero,41.95,Ribera Del Duero Red,5.0,3.0
1235,Dominio de Cair,Tierras de Cair Reserva,2012,4.3,535,Espana,Ribera del Duero,38.3,Ribera Del Duero Red,5.0,3.0
1236,Carmelo Rodero,Crianza,2019,4.3,533,Espana,Ribera del Duero,19.95,Ribera Del Duero Red,5.0,3.0
1237,Protos,Seleccion Finca el Grajo Viejo,2014,4.3,530,Espana,Ribera del Duero,59.87,Ribera Del Duero Red,5.0,3.0
1238,Familia Torres,Perpetual,2016,4.3,530,Espana,Priorato,63.5,Priorat Red,4.0,3.0
1239,Clos Erasmus,Laurel,2017,4.3,527,Espana,Priorato,46.88,Priorat Red,4.0,3.0
1240,Clos Mogador,Priorat,2006,4.3,527,Espana,Priorato,95.0,Priorat Red,4.0,3.0
1241,Alvaro Palacios,Finca Dofi,2017,4.3,522,Espana,Priorato,99.9,Priorat Red,4.0,3.0
1242,Teso La Monja,Victorino,2011,4.3,517,Espana,Toro,47.01,Toro Red,5.0,3.0
1243,Dominio de Cair,Seleccion La Aguilera,2016,4.3,511,Espana,Ribera del Duero,15.9,Ribera Del Duero Red,5.0,3.0
1244,Torre de Ona,Finca Martelo,2015,4.3,512,Espana,Rioja,21.15,Rioja Red,4.0,3.0
1245,Ferrer Bobet,Priorat Vinyes Velles,2011,4.3,501,Espana,Priorato,49.9,Priorat Red,4.0,3.0
1822,Felix Solis,Mucho Mas Tinto,N.V.,4.2,32624,Espana,Vino de Espana,4.99,Red,4.0,3.0
1823,Marques de Riscal,Rioja Reserva,2016,4.2,16505,Espana,Rioja,15.9,Rioja Red,4.0,3.0
1824,La Rioja Alta,Vina Ardanza Reserva,2007,4.2,9098,Espana,Rioja,23.7,Rioja Red,4.0,3.0
1825,Marques de Murrieta,Reserva Rioja (Finca Ygay),2016,4.2,8318,Espana,Rioja,23.0,Rioja Red,4.0,3.0
1826,Emilio Moro,Ribera del Duero,2018,4.2,7825,Espana,Ribera del Duero,19.5,Ribera Del Duero Red,5.0,3.0
1827,Emilio Moro,Ribera del Duero,2017,4.2,7294,Espana,Ribera del Duero,21.2,Ribera Del Duero Red,5.0,3.0
1828,Tinto Pesquera,Reserva,2012,4.2,6567,Espana,Ribera del Duero,27.0,Ribera Del Duero Red,5.0,3.0
1829,La Rioja Alta,Vina Ardanza Reserva,2008,4.2,6532,Espana,Rioja,33.0,Rioja Red,4.0,3.0
1830,El Coto,Coto de Imaz Rioja Gran Reserva,2012,4.2,6256,Espana,Rioja,16.14,Rioja Red,4.0,3.0
1831,Dominio de Pingus,PSI,2016,4.2,6163,Espana,Ribera del Duero,37.95,Ribera Del Duero Red,5.0,3.0
1832,La Rioja Alta,Vina Alberdi Reserva,2015,4.2,5802,Espana,Rioja,17.02,Rioja Red,4.0,3.0
1833,Abadia Retuerta,Seleccion Especial,2014,4.2,5178,Espana,Sardon de Duero,49.85,Red,4.0,3.0
1834,Mar de Frades,Rias Baixas Albarino Atlantico,2019,4.2,4610,Espana,Rias Baixas,14.95,Albarino,3.0,3.0
1835,Matarromera,Crianza,2016,4.2,4127,Espana,Ribera del Duero,9.76,Ribera Del Duero Red,5.0,3.0
1836,Arzuaga,Ribera del Duero Crianza,2016,4.2,4091,Espana,Ribera del Duero,19.16,Ribera Del Duero Red,5.0,3.0
1837,La Rioja Alta,Vina Alberdi Reserva,2016,4.2,3825,Espana,Rioja,15.8,Rioja Red,4.0,3.0
1838,Imperial,Rioja Reserva,2015,4.2,3788,Espana,Rioja,19.83333333,Rioja Red,4.0,3.0
1839,Protos,27 Ribera del Duero,2016,4.2,3725,Espana,Ribera del Duero,21.0,Ribera Del Duero Red,5.0,3.0
1840,Terras Gauda,Terras Gauda O Rosal,2020,4.2,3648,Espana,Rias Baixas,12.29,Albarino,3.0,3.0
1841,Protos,27 Ribera del Duero,2017,4.2,3545,Espana,Ribera del Duero,23.75,Ribera Del Duero Red,5.0,3.0
1842,Remelluri,Rioja Reserva,2012,4.2,3453,Espana,Rioja,15.83,Rioja Red,4.0,3.0
1843,Arzuaga,Ribera del Duero Crianza,2017,4.2,3354,Espana,Ribera del Duero,15.45,Ribera Del Duero Red,5.0,3.0
1844,Familia Torres,Salmos,2016,4.2,3225,Espana,Priorato,24.85,Priorat Red,4.0,3.0
1845,Pago de Los Capellanes,Crianza Tinto,2017,4.2,3224,Espana,Ribera del Duero,20.95,Ribera Del Duero Red,5.0,3.0
1846,Marques de Riscal,Rioja Gran Reserva,2007,4.2,3101,Espana,Rioja,28.43,Rioja Red,4.0,3.0
1847,R. Lopez de Heredia,Vina Bosconia Reserva,2008,4.2,2901,Espana,Rioja Alta,22.58,Rioja Red,4.0,3.0
1848,Bodegas Mauro,Red,2011,4.2,2820,Espana,Castilla y Leon,58.26,Red,4.0,3.0
1849,R. Lopez de Heredia,Vina Bosconia Reserva,2007,4.2,2820,Espana,Rioja Alta,20.95,Rioja Red,4.0,3.0
1850,Familia Torres,Mas La Plana Cabernet Sauvignon,2010,4.2,2788,Espana,Penedes,48.4,Cabernet Sauvignon,4.0,3.0
1852,Imperial,Rioja Reserva,2016,4.2,2676,Espana,Rioja,24.75,Rioja Red,4.0,3.0
1853,Bodegas Roda,Roda Reserva Rioja,2015,4.2,2478,Espana,Rioja,55.47,Rioja Red,4.0,3.0
1854,Bodegas Roda,Roda Reserva Rioja,2012,4.2,2375,Espana,Rioja,28.4,Rioja Red,4.0,3.0
1855,Imperial,Rioja Reserva,2014,4.2,2364,Espana,Rioja,27.6,Rioja Red,4.0,3.0
1856,Juan Gil,Jumilla Blue Label,2015,4.2,2271,Espana,Jumilla,24.76,Red,4.0,3.0
1857,Juan Gil,Jumilla Blue Label,2018,4.2,2234,Espana,Jumilla,24.6,Red,4.0,3.0
1858,Juan Gil,Jumilla Blue Label,2017,4.2,2135,Espana,Jumilla,22.5,Red,4.0,3.0
1859,Bodegas Faustino,I Gran Reserva,1994,4.2,2074,Espana,Rioja,124.5,Rioja Red,4.0,3.0
1860,Carmelo Rodero,Crianza,2017,4.2,2050,Espana,Ribera del Duero,19.99,Ribera Del Duero Red,5.0,3.0
1861,Atalaya,La Atalaya del Camino,2017,4.2,2022,Espana,Almansa,11.8,Red,4.0,3.0
1862,Protos,27 Ribera del Duero,2018,4.2,1981,Espana,Ribera del Duero,23.74,Ribera Del Duero Red,5.0,3.0
1863,Bodegas Roda,Roda Reserva Rioja,2013,4.2,1931,Espana,Rioja,30.35,Rioja Red,4.0,3.0
1864,Protos,Gran Reserva,2012,4.2,1921,Espana,Ribera del Duero,38.84,Ribera Del Duero Red,5.0,3.0
1865,Remelluri,Rioja Reserva,2013,4.2,1768,Espana,Rioja,21.5,Rioja Red,4.0,3.0
1866,Tinto Pesquera,Reserva,2015,4.2,1688,Espana,Ribera del Duero,29.95,Ribera Del Duero Red,5.0,3.0
1867,Marques de Riscal,Rioja 150 Aniversario,2010,4.2,1686,Espana,Rioja,59.0,Rioja Red,4.0,3.0
1868,Pintia,Toro,2006,4.2,1665,Espana,Toro,98.9,Toro Red,5.0,3.0
1869,Bodegas Roda,Roda Reserva Rioja,2014,4.2,1645,Espana,Rioja,59.9,Rioja Red,4.0,3.0
1870,Alto Moncayo,Veraton Garnacha,2014,4.2,1627,Espana,Campo de Borja,19.94,Grenache,5.0,3.0
1871,R. Lopez de Heredia,Vina Bosconia Reserva,2009,4.2,1611,Espana,Rioja Alta,23.52,Rioja Red,4.0,3.0
1872,Casa Rojo,Alexander vs. The Ham Factory,2016,4.2,1573,Espana,Ribera del Duero,33.37333333,Ribera Del Duero Red,5.0,3.0
1873,Dominio de Pingus,PSI,2019,4.2,1355,Espana,Ribera del Duero,34.5,Ribera Del Duero Red,5.0,3.0
1874,Alto Moncayo,Veraton Garnacha,2018,4.2,1343,Espana,Campo de Borja,21.6,Grenache,5.0,3.0
1875,La Rioja Alta,Vina Alberdi Crianza,2015,4.2,1341,Espana,Rioja,11.2,Rioja Red,4.0,3.0
1876,Huerta de Albala,Taberner Tierra de Cadiz,2014,4.2,1337,Espana,Cadiz,32.0010771,Syrah,4.0,3.0
1877,Marques de Riscal,Rioja Gran Reserva,2011,4.2,1319,Espana,Rioja,39.5,Rioja Red,4.0,3.0
1878,Garmon,Ribera del Duero,2015,4.2,1308,Espana,Ribera del Duero,33.59,Ribera Del Duero Red,5.0,3.0
1879,Marques de Murrieta,Capellania Reserva,2015,4.2,1301,Espana,Rioja,29.15,Rioja White,3.0,3.0
1880,Aster,Finca El Otero,2014,4.2,1267,Espana,Ribera del Duero,28.75,Ribera Del Duero Red,5.0,3.0
1881,Matarromera,Crianza,2017,4.2,1209,Espana,Ribera del Duero,16.88,Ribera Del Duero Red,5.0,3.0
1883,Dominio de Atauta,Dominio de Atauta,2016,4.2,1159,Espana,Ribera del Duero,25.71,Ribera Del Duero Red,5.0,3.0
1884,Bodegas Ximenez-Spinola,Finest Old Harvest Medium,N.V.,4.2,1155,Espana,Jerez-Xeres-Sherry,18.87,Pedro Ximenez,5.0,1.0
1885,Huerta de Albala,Taberner Tierra de Cadiz,2015,4.2,1125,Espana,Cadiz,17.04,Syrah,4.0,3.0
1886,Montecastro,Ribera del Duero Red,2015,4.2,1095,Espana,Ribera del Duero,18.9,Ribera Del Duero Red,5.0,3.0
1887,Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2017,4.2,1093,Espana,Ribera del Duero,55.75,Ribera Del Duero Red,5.0,3.0
1888,Garmon,Ribera del Duero,2014,4.2,1086,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0
1889,Bodegas La Horra,Corimbo I,2014,4.2,1078,Espana,Ribera del Duero,39.0,Ribera Del Duero Red,5.0,3.0
1890,Carmelo Rodero,Crianza,2018,4.2,1070,Espana,Ribera del Duero,16.49,Ribera Del Duero Red,5.0,3.0
1892,Atalaya,La Atalaya del Camino,2019,4.2,1048,Espana,Almansa,11.66,Red,4.0,3.0
1893,R. Lopez de Heredia,Vina Tondonia Reserva Blanco,2005,4.2,1043,Espana,Rioja Alta,26.9,Rioja White,3.0,3.0
1894,Protos,Reserva 5 Ano,2015,4.2,1040,Espana,Ribera del Duero,22.95,Ribera Del Duero Red,5.0,3.0
1895,Emilio Moro,Malleolus,2014,4.2,1030,Espana,Ribera del Duero,31.95,Ribera Del Duero Red,5.0,3.0
1896,Gonzalez-Byass,Del Duque Amontillado Sherry VORS,N.V.,4.2,1016,Espana,Jerez Amontillado,77.22,Sherry,4.0,3.0
1897,Alvaro Palacios,Les Terrasses Velles Vinyes Priorat,2017,4.2,1016,Espana,Priorato,85.9,Priorat Red,4.0,3.0
1898,Familia Torres,Salmos,2017,4.2,1008,Espana,Priorato,20.99,Priorat Red,4.0,3.0
1899,Bodega Numanthia,Numanthia,2013,4.2,998,Espana,Toro,51.19,Toro Red,5.0,3.0
1900,Alvaro Palacios,Les Terrasses Laderas de Pizarra,2016,4.2,970,Espana,Priorato,32.25,Priorat Red,4.0,3.0
1901,Merum Priorati,Inici,2017,4.2,969,Espana,Priorato,39.0,Priorat Red,4.0,3.0
1902,Familia Torres,Mas La Plana Cabernet Sauvignon,2016,4.2,964,Espana,Penedes,56.26,Cabernet Sauvignon,4.0,3.0
1903,Bodegas La Horra,Corimbo I,2011,4.2,918,Espana,Ribera del Duero,23.4,Ribera Del Duero Red,5.0,3.0
1904,Castillo Perelada,5 Finques (Fincas) Reserva,2017,4.2,918,Espana,Emporda,11.35,Red,4.0,3.0
1905,Bodegas La Horra,Corimbo I,2013,4.2,915,Espana,Ribera del Duero,37.5,Ribera Del Duero Red,5.0,3.0
1906,Quinta Sardonia,QS,2010,4.2,900,Espana,Castilla y Leon,40.76,Red,4.0,3.0
1907,Martinet,Martinet Bru (Garnatxa - Syrah),2019,4.2,897,Espana,Priorato,21.9,Priorat Red,4.0,3.0
1908,La Rioja Alta,Vina Ardanza Reserva,2000,4.2,883,Espana,Rioja,161.0,Rioja Red,4.0,3.0
1909,Vinedos de Paganos,El Puntido,2013,4.2,879,Espana,Rioja,34.41,Rioja Red,4.0,3.0
1910,Emilio Moro,Ribera del Duero,2019,4.2,876,Espana,Ribera del Duero,16.95,Ribera Del Duero Red,5.0,3.0
1911,Alvaro Palacios,Finca Dofi,2015,4.2,865,Espana,Priorato,52.5,Priorat Red,4.0,3.0
1912,Protos,Reserva 5 Ano,2014,4.2,855,Espana,Ribera del Duero,19.53,Ribera Del Duero Red,5.0,3.0
1913,Bodegas Valduero,Ribera Del Duero Reserva,2012,4.2,852,Espana,Ribera del Duero,30.0,Ribera Del Duero Red,5.0,3.0
1915,Marques de Riscal,Rioja Gran Reserva,2014,4.2,840,Espana,Rioja,35.63,Rioja Red,4.0,3.0
1916,Bodegas Roda,Roda Reserva Rioja,2017,4.2,834,Espana,Rioja,25.5,Rioja Red,4.0,3.0
1917,Bodegas Amaren,Angeles de Amaren Tempranillo - Graciano,2015,4.2,832,Espana,Rioja,19.38,Rioja Red,4.0,3.0
1918,Marques de Murrieta,Reserva Rioja (Finca Ygay),2017,4.2,811,Espana,Rioja,20.9,Rioja Red,4.0,3.0
1919,Arzuaga,Ribera del Duero Crianza,2019,4.2,806,Espana,Ribera del Duero,18.5,Ribera Del Duero Red,5.0,3.0
1920,Marques de Riscal,Reserva XR,2015,4.2,778,Espana,Rioja,23.0,Rioja Red,4.0,3.0
1921,Familia Torres,Purgatori Costers del Segre,2016,4.2,778,Espana,Costers del Segre,38.37,Red,4.0,3.0
1922,Familia Torres,Purgatori Costers del Segre,2017,4.2,777,Espana,Costers del Segre,25.5,Red,4.0,3.0
1923,Ramon Bilbao,Mirto,2012,4.2,776,Espana,Rioja,35.0,Rioja Red,4.0,3.0
1924,Ossian,Vinas Viejas Verdejo,2015,4.2,769,Espana,Castilla y Leon,30.0,Verdejo,3.0,3.0
1925,Hispano Suizas,Bassus Pinot Noir,2017,4.2,753,Espana,Utiel-Requena,18.95,Red,4.0,3.0
1926,Murviedro,Sericis Cepas Viejas Monastrell,2017,4.2,745,Espana,Valencia,8.95,Monastrell,5.0,3.0
1927,Castillo Perelada,Finca Malaveina,2016,4.2,740,Espana,Emporda,25.35,Red,4.0,3.0
1928,Montecastro,Ribera del Duero Red,2018,4.2,733,Espana,Ribera del Duero,18.5,Ribera Del Duero Red,5.0,3.0
1929,Contino,Rioja Gran Reserva,2008,4.2,732,Espana,Rioja,36.0,Rioja Red,4.0,3.0
1930,Contino,Rioja Gran Reserva,2009,4.2,731,Espana,Rioja,85.8,Rioja Red,4.0,3.0
1931,Hispano Suizas,Bassus Pinot Noir,2018,4.2,721,Espana,Utiel-Requena,19.25,Red,4.0,3.0
1932,Quinta Sardonia,QS,2007,4.2,707,Espana,Castilla y Leon,37.5,Red,4.0,3.0
1933,VALENCISO,Rioja Reserva,2014,4.2,696,Espana,Rioja,19.4,Rioja Red,4.0,3.0
1935,Remirez de Ganuza,Rioja Reserva Fincas de Ganuza,2014,4.2,684,Espana,Rioja,29.5,Rioja Red,4.0,3.0
1936,Barahonda,Summum Monastrell,2017,4.2,682,Espana,Yecla,15.95,Monastrell,5.0,3.0
1937,Losada,Altos de Losada,2017,4.2,676,Espana,Bierzo,18.4,Mencia,3.0,3.0
1938,Alvaro Palacios,Finca Dofi,2014,4.2,671,Espana,Priorato,59.95,Priorat Red,4.0,3.0
1939,El Coto,Coto de Imaz Rioja Gran Reserva,2015,4.2,668,Espana,Rioja,15.88,Rioja Red,4.0,3.0
1940,Matsu,El Viejo,2012,4.2,668,Espana,Toro,26.95,Toro Red,5.0,3.0
1941,Recaredo,Corpinnat Terrers Brut Nature,2017,4.2,667,Espana,Cava,25.0,Cava,2.0,3.0
1942,Williams & Humbert,Dos Cortados Palo Cortado Solera Especial Aged 20 Years,N.V.,4.2,666,Espana,Jerez Palo Cortado,32.16,Sherry,4.0,3.0
1943,Alvaro Palacios,Vi de Vila Gratallops,2015,4.2,648,Espana,Priorato,60.0,Priorat Red,4.0,3.0
1944,Alvaro Palacios,Vi de Vila Gratallops,2014,4.2,647,Espana,Priorato,55.0,Priorat Red,4.0,3.0
1945,Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2010,4.2,645,Espana,Rioja,86.95,Rioja Red,4.0,3.0
1946,Tobia,Oscar Tobia Reserva Rioja,2015,4.2,633,Espana,Rioja,20.0,Rioja Red,4.0,3.0
1947,Marques de Caceres,Rioja Satinela Blanco Semidulce,2020,4.2,630,Espana,Rioja,6.99,Rioja White,3.0,3.0
1948,Vina Pedrosa,Reserva,2012,4.2,628,Espana,Ribera del Duero,29.93,Ribera Del Duero Red,5.0,3.0
1949,Castillo Perelada,Finca Malaveina,2012,4.2,627,Espana,Emporda,17.84,Red,4.0,3.0
1950,Contino,Rioja Gran Reserva,2014,4.2,624,Espana,Rioja,34.5,Rioja Red,4.0,3.0
1951,Bodegas Mauro,Red,2008,4.2,622,Espana,Castilla y Leon,55.0,Red,4.0,3.0
1952,Portal del Priorat,Clos del Portal Negre de Negres,2017,4.2,612,Espana,Priorato,21.85,Priorat Red,4.0,3.0
1953,Recaredo,Corpinnat Terrers Brut Nature,2016,4.2,611,Espana,Cava,21.8,Cava,2.0,3.0
1954,Torre de Ona,Martelo Reserva,2014,4.2,600,Espana,Rioja,20.5,Rioja Red,4.0,3.0
1955,Tinto Pesquera,Crianza,2019,4.2,599,Espana,Ribera del Duero,17.25,Ribera Del Duero Red,5.0,3.0
1956,Dehesa de Los Canonigos,Solideo,2015,4.2,592,Espana,Ribera del Duero,35.09,Ribera Del Duero Red,5.0,3.0
1957,Sei Solo,Preludio,2017,4.2,591,Espana,Ribera del Duero,24.9,Ribera Del Duero Red,5.0,3.0
1958,Diez Caballero,Reserva Tempranillo,2011,4.2,587,Espana,Rioja,20.45328781,Rioja Red,4.0,3.0
1959,Mas d'en Gil,Coma Vella Priorat,2014,4.2,576,Espana,Priorato,24.8,Priorat Red,4.0,3.0
1960,Chozas Carrascal,Las Ocho (8) Tinto,2017,4.2,570,Espana,Utiel-Requena,16.767557,Red,4.0,3.0
1961,Vegalfaro,Pago de los Balagueses Syrah,2017,4.2,559,Espana,Utiel-Requena,17.7,Syrah,4.0,3.0
1962,Lopez Cristobal,Bagus Ribera del Duero,2012,4.2,559,Espana,Ribera del Duero,54.0,Ribera Del Duero Red,5.0,3.0
1963,Clos Galena,Formiga de Vellut,2018,4.2,558,Espana,Priorato,16.2,Priorat Red,4.0,3.0
1964,Bodegas Valduero,Tierra Alta En 2 Maderas,2017,4.2,557,Espana,Ribera del Duero,19.9,Ribera Del Duero Red,5.0,3.0
1965,Los Aguilares,Pago El Espino,2017,4.2,555,Espana,Sierras de Malaga,25.35,Red,4.0,3.0
1966,VALENCISO,Rioja Blanco,2018,4.2,540,Espana,Rioja,17.75,Rioja White,3.0,3.0
1967,Dehesa de Los Canonigos,Crianza,2018,4.2,528,Espana,Ribera del Duero,18.9,Ribera Del Duero Red,5.0,3.0
1968,Palacios Remondo,Propiedad  Rioja,2017,4.2,527,Espana,Rioja,25.9,Rioja Red,4.0,3.0
1969,Dehesa de Los Canonigos,Crianza,2017,4.2,520,Espana,Ribera del Duero,18.25,Ribera Del Duero Red,5.0,3.0
1970,Bodegas Faustino,Reserva Especial Icon Edition,2014,4.2,519,Espana,Rioja,23.89,Rioja Red,4.0,3.0
1971,Fernando de Castilla,Antique Palo Cortado,N.V.,4.2,519,Espana,Jerez Palo Cortado,36.9,Sherry,4.0,3.0
1972,Matsu,El Viejo,2017,4.2,518,Espana,Toro,33.9,Toro Red,5.0,3.0
1973,Lan,Vina Lanciano Reserva,2015,4.2,514,Espana,Rioja,14.6,Rioja Red,4.0,3.0
1974,Anima Negra,An,2016,4.2,513,Espana,Mallorca,139.9,Red,4.0,3.0
1975,Bodegas Mas Alta,Artigas,2017,4.2,505,Espana,Priorato,20.9,Priorat Red,4.0,3.0
